counter_id,date,time,channel_1,channel_2
14,2011-06-07,06,42.0,34.0
14,2011-06-07,07,67.0,31.0
14,2011-06-07,08,18.0,10.0
14,2011-06-07,09,11.0,12.0
14,2011-06-07,10,20.0,10.0
14,2011-06-07,11,14.0,12.0
14,2011-06-07,12,11.0,12.0
14,2011-06-07,13,11.0,9.0
14,2011-06-07,14,8.0,9.0
14,2011-06-07,15,27.0,38.0
14,2011-06-07,16,46.0,43.0
14,2011-06-07,17,35.0,34.0
14,2011-06-07,18,19.0,10.0
14,2011-06-07,19,17.0,19.0
14,2011-06-07,20,6.0,5.0
14,2011-06-07,21,3.0,1.0
14,2011-06-07,22,0.0,1.0
14,2011-06-07,23,0.0,0.0
14,2011-06-08,00,0.0,0.0
14,2011-06-08,01,1.0,1.0
14,2011-06-08,02,0.0,0.0
14,2011-06-08,03,0.0,0.0
14,2011-06-08,04,2.0,4.0
14,2011-06-08,05,11.0,8.0
14,2011-06-08,06,29.0,41.0
14,2011-06-08,07,58.0,33.0
14,2011-06-08,08,18.0,14.0
14,2011-06-08,09,12.0,9.0
14,2011-06-08,10,10.0,4.0
14,2011-06-08,11,11.0,10.0
14,2011-06-08,12,8.0,5.0
14,2011-06-08,13,6.0,4.0
14,2011-06-08,14,18.0,13.0
14,2011-06-08,15,21.0,41.0
14,2011-06-08,16,51.0,31.0
14,2011-06-08,17,31.0,29.0
14,2011-06-08,18,12.0,10.0
14,2011-06-08,19,13.0,10.0
14,2011-06-08,20,11.0,7.0
14,2011-06-08,21,4.0,7.0
14,2011-06-08,22,2.0,1.0
14,2011-06-08,23,0.0,1.0
14,2011-06-09,00,0.0,0.0
14,2011-06-09,01,0.0,0.0
14,2011-06-09,02,0.0,0.0
14,2011-06-09,03,0.0,0.0
14,2011-06-09,04,1.0,0.0
14,2011-06-09,05,10.0,5.0
14,2011-06-09,06,44.0,20.0
14,2011-06-09,07,67.0,24.0
14,2011-06-09,08,20.0,11.0
14,2011-06-09,09,10.0,3.0
14,2011-06-09,10,12.0,2.0
14,2011-06-09,11,11.0,10.0
14,2011-06-09,12,8.0,14.0
